sentiment,text_clean
0,harry cry much please please love much answer
0,
4,party street guess forgot invite
0,tomorrow start think rather stay home weekend sleep want
4,bed big exam tomorrow try study bed
4,
0,getting early
4,running best buy mac
0,damn drop
4,
4,saw link picture say least
0,watching totally love show instead brain
4,daughter dancing rise music clearly
0,record think broke
0,hope paper
4,season
4,party
4,dude see link hell made public everything
4,could super power
4,seeing hope soon love
4,watching place right
4,really movie night opinion kind lame bed soon
4,yes great glad
4,right missing sweet friend broke leg beach
0,upset finally home hope english
4,drunk lady
0,ruined green bloody maybe need speak doctor
0,work lunch roll exciting yesterday let
0,morning rainy think family able enjoy
4,yeah soon said thought
4,getting ready town grey well
4,red green crap blue green
0,swear first ever seen
0,keep huh
4,yeah seen worse without make dont think thank
4,beautiful mind traffic plus new blanket nothing
4,stay home space
0,believe daughter five long probably lazy sunday
0,sad south though want follow
4,drunk
0,want school dont flu stay home fever doesnt even
4,might add profile picture thing really pretty
0,also wish
4,better least jonas please
0,boy told idea guy
0,lost days till boston
0,last spring break went fast
0,super scary dream next mission ended short hope happen
4,work work work
0,gay need better shopping place shop gay
0,wrong
0,fight crying dead inside
0,even told
0,lonely
4,bread thing
0,live
0,running sigh next days boat mike
4,dad mum also want say family especially
0,yeah could used tomorrow
0,shot someone face die game
0,joke forgot goes
4,summer
4,breakfast
4,fam pic old
4,happy birthday line sister mine early miami
0,miss
4,school pick class wrote jack glad teacher cool
0,sorry love
0,update profile boring
4,right anyway getting ready summer
0,money
4,crap
0,sorry happening mine recently
0,nose red ouch
4,well aim party tomorrow night
0,first really
4,awake everyone else sleeping think watch welcome
4,fun photo shoot kitchen floor share later
4,yes lot trouble glad movie finished saved
0,think stay
4,another check
0,wide awake even though totally exhausted ready home bed
4,hey happy monday
0,burned leg instead ice leg tweet
0,
4,hot way
4,enjoy
0,cat food gym work food
4,twitter hope works
4,getting giving background fine
4,awe cool awesome
4,following
0,made home alive
4,amazing
4,easy recipe
4,fun
4,feel much better ate last night
0,
0,love
0,finally heading home red
0,hung
4,trying hit want
4,checked new tattoo amazing ill post monday done
4,conversation old baby cute make smile
4,getting used twitter making
4,coming tonight look say person
4,hey see profile send address write mail
0,win
4,watched blonde blonde awesome play guitar
0,hate horrible feeling
4,
4,
4,learned hurt rather angry
4,believe model year
4,group awesome come
4,god think would crash running take
0,looking forward terminator say
0,think may situation
0,wish could speak french
0,need sort stopped let sign leave
0,need eat
0,sad
0,miss
4,welcome
4,pretty looking forward week hate rain though
0,bed weather crazy
4,usually angry person bloody ridiculous someone happy
4,showing would come think
0,august sometime leave college
0,love dont seem tonite talk
4,dont think
4,finally home bed
0,dont dont want story moon spend looking
4,well want maybe week
0,always first class india leg cousin
0,lost
0,week
4,excellent new usual
0,hope
0,new dream game shame work
0,twitter fix twitter couple days web
4,crazy funny lovely list glad sort data
0,man run longer thought
0,bright room cant sleep
4,left movie
0,need blackberry
4,success although ate way much food really need stop lazy work way gym
0,enjoy waiting arrive never come
4,mac design think may thank
4,often win
0,afraid something new
4,getting ready party
4,plan free long cheap
4,nice
4,sweet cake
0,first ever
4,
4,yeah thanks
4,made perfect sense
0,wow sad room empty
0,better month around may ass
0,sorry caught sad
4,took bike ride beautiful sunshine summer summer
4,yeah open much play
4,done work mall early
0,miss
4,order yet
4,twitter mobile whilst eating waiting something decent watch
0,side alas virus fighting
0,looking full moon cant see window
4,close rescue
0,hate winter
4,amazing band never better
0,somewhere tomorrow
0,yes sadly
0,tiring still fall asleep another long damn
0,however star evening
0,let year
0,till lunch hungry
4,away someone please follow cat character
4,starting schedule
0,still sigh
4,yea movie great wat still post
0,video days ago love apparently rob last week
0,hearing john cool john
4,see following work since
4,thanks join come hehe
0,gone cold cold cloudy sunshine gone
4,think face admit song mine
0,due shipping contest open canada
0,come feel die
4,sweet thank much love must great god
0,lost please help find home
0,
4,south want anywhere else earth right
4,
4,still couple need sleep enough
4,thanks doll
4,wit fan australia
4,
4,well try talking first
0,link doesnt work
0,tom
4,
4,jealous lucky bitch toast see jealous
0,return suppose matter considering watch many
4,presentation may notice
0,remember party
0,yeah picture
4,chicken chris feel better already
4,game must watch
0,left bag check
0,found cute puppy outside office take home much sick
0,want another puppy soon
4,yep much thank
4,looking chris list top mac wondering try next bit
4,music awesome agree
4,next bus baby
0,believe dont wasnt enough win cup never mind still love
4,song tired many times
0,
4,favorite
4,thing excellent network bad
4,also wish friend well
0,town next week party happy early birthday
4,hate rain
0,love sorry big mistake
0,gym sick
0,lovely post tried leave comment without choose
0,bus supposed leave ago even yet
4,saw first new actually hanging deck
4,best buddy american company everyone
4,really nice pic
4,heading weather nice fun drive
4,non
4,officially lily
0,wish
4,shopping sit garden nice cool well drink
4,two sleep finally
0,kill jacob work bummer still tell
4,thank much
0,new world well least new computer
0,stop holding make
0,sigh
0,home
0,air already sorry
4,yep suppose
0,land lost even family movie say least
0,would probably able
0,tonight trying friend never seen public tear
0,fact also hear anything english
0,feel bad
0,wondering twitter fixed phone soon
4,next sure
0,feel havent seen three forever
0,morning dentist way work
0,still fun
4,movie watched tomorrow next happiness
4,love matter dont worry look straight ahead
0,sleep need wake early tomorrow
0,left speak finally working new
0,definitely somewhere ago site longer
0,flu summer hope swine flu
0,went someone forgot order new last boo weekend
4,beer make feel dancing close singing could song
4,last work
4,wondering
0,crap need finish report guess ill
4,brown
0,cause
4,coffee school late
4,shining star always
4,may draw grow
4,getting ready boat summer house
4,remember
4,
4,love might switch sometime soon
4,happy mother
0,believe
4,hope nice
4,wide awake
4,yes guess could say milk ice cream without cold
0,thing could new place town stupid working
4,best thing ever
4,last sunday
0,part even save life
4,thank thank
4,
0,
0,sleep
4,either though
0,yeah bad prob tho
4,food mouth hour
0,nasty looking
0,dont see lost sea miss
4,well keep enjoying try relax
0,way night
0,disappointed
4,stop till enough michael help bout chris performance rush hour
0,tired idea feel fail even sunshine better
4,man trash new dress wish last night
4,hey check bit
0,tired nervous tomorrow
4,saw new moon kiss love trailer wow
0,visiting amazing sad days
0,want sign next dance class early
4,
4,make money year old girl kitten
0,still bed bad times quality yesterday though think much beer head
4,interested
0,come australia please miss seen since
0,whole break room
4,best song ever
0,night event night right always meet
0,check
4,address
0,completely thought hotel wish coming though
0,account log
0,definitely would lived stupid far away bit
4,must wake anyway chance read hopefully
0,dont cant look either
0,apple
0,thinking watch since see tonight due stupid flu
0,course need block great way bit
0,getting headache bed
4,fun never watched thing
4,stay cool
0,home work shift thank
4,song
0,miss sun
0,whole say sadly longer believe indeed real
4,show new moon cant wait see movie
4,bed full service mind days
0,tired ready home
4,whats news
0,whole rather
4,starting new project full happiness
4,cold wednesday night really rain
4,party bit enjoy
0,job chill people
4,people obviously either use use studio
4,canada
0,fair sad come
4,getting full crazy schedule think maybe bed
0,hate life much right cried much lately sarah
4,movie
0,stupid hope stopped
4,
4,feel bit pants watch danny via
4,quick note screen name real name making account photo
0,beautiful sunday wish wit
0,crap new way australia via slow connection
0,fun
0,hell rain sun
0,nice
0,buy size thinking lose weight fit never
0,yes would reason fell apart tonight always next year
0,wish
0,cause really painful sleep
0,
4,water much
0,really
4,beach awesome times
0,watched tree hill cried every single great
4,love yeah
4,live long
0,feel dead
0,upset see tonight study
0,boo cup parade downtown
0,home leave
4,nice
0,work early open great start
4,post
0,feeling
4,
0,fair
0,money money able see new
0,connection
0,tummy
0,see still access
0,
4,thanks david
4,bit ten want via wow
4,sorry
0,sad cause lost
4,well still think funny
4,heading bed
0,following
0,need plain
0,night obvious second fail
0,home last though spending
4,morning change night
4,breakfast right
0,supposed bit
0,nights sleep first cat sick room poor
4,tom think hard write please tom really
0,heaven night boring love
0,need find something house home
4,fantastic great
0,waiting start wish felt well enough trip science sick sick
0,watching movie bed feel
0,tired
0,read twitter lucky lucky people sad wasnt well
0,awesome make happen
4,first high cool nice meeting new
4,laugh follow simple
0,damn woke
4,husband join twitter almost feel bad
0,dont want study leave end love waking whenever want think deal getting
4,looking forward
0,money
4,wet laundry first see soon
0,god hate saturday want able sleep
4,vote star mrs
4,thanks together always fun night
0,tired feeling well
4,someone dust evil sign water normal
0,please follow
0,chance
4,cool always funny would follow
4,thought already ahead
4,well dont worry
0,history revision
4,great job share family cant quit bit
4,long take learn song
0,song still long lost friend counting miss
4,hello lots really night gig cinema dinner days
4,excited tuesday night game wednesday friday maybe dog saturday sunday
4,enjoying listening class
4,show watched catch later watching last american
0,wake
0,take want store film yeah play little
0,person speak
0,without sure might wait til next week die
0,nope happening trying list stuff
0,personal feel
0,
4,something random different set apart
0,race long night yesterday little crying
0,arms really sore
4,yeah exactly
4,anything french
4,actually went running morning
4,
0,right presentation catching little late night later boo
0,done past paper another
4,yes thank god
0,want gig
0,used lived city
4,
0,little grass covered problem drinking beach working
4,new york design week
4,sent ton lots zoo looking
0,miss people
0,
0,watching show man lived new york
0,sad making feel bad
0,poor thing hope soon
0,well least
0,awe sorry sweetheart
4,
4,leave first later
4,look try escape hehe man
4,thats show ever love awesome
4,name
4,twitter
0,miss baby let
0,photo waiting
0,really watching bout really
0,broke someone heart really feel especially since
0,need sorry apple
4,didnt put would
0,post come
0,hate music goes every body ladies welcome lady
0,cry gone home
0,hardly move maybe really sad left morning
0,needs sum food away really need lose
0,anyone tonight fancy pink bag none
0,store closed
4,wait see little miss rose god old
4,cold choice
4,read article
4,great weekend team lunch fam happy
4,agree
0,sick
4,rather cool
4,thank kind
0,reading twilight want kiss ever kiss
0,think gay wait coming still school
4,miss see around
0,wake without work tho
4,enough pleasure
4,live long
4,birthday
4,anyone fancy history essay south fun times lunch though
0,left office
0,want
4,saw
4,hey nasty bless live
0,made sister cry bring
4,watch used watch since music taste
4,finished new dad double family
4,
4,thanks shout appreciate
0,went right room tour come
0,man want never
0,early cold already
4,making video
4,officially night night everyone fun
0,didnt take second first took wasnt great
0,sad please monday already ready
4,awake dog still
0,anyone tried doesnt run
0,dutch french speak french hate way people french english
4,super tired think early sleep
0,damn left hanging tried stay
0,done start exhausted still ill
4,great
4,looking user guide user guide
4,sorry bout swimming try make next everyone love
4,love
0,little would anyone mean
4,hehe could worse could comic
4,mon thanks lot
4,well lay hour work make feel better
4,let
0,price right home alone
4,wait til comes
4,yea little forget
4,
4,trip hopefully also hair
0,home
0,
4,glad think open blue two check progress
4,kind brought new camera fully
0,damn think must michael
0,much right
4,lie
0,supernatural
4,either
0,work
0,please sick
0,turned around desperate
4,awesome tour guide
4,thank much
0,wrong
0,sigh chat room shut due
4,lazy way drew work yesterday
0,beach dead blah eat house tho tired helping economy
4,catch wait
4,looking forward next minute
0,ear
0,watch yet age actually hot
4,little dress
4,saturday sunday lunch
4,remember especially
4,right see see later
4,
0,miss twitter almost phone
0,work nothing
0,
0,lost calm someone telling stupid topic read lot silly much
4,bigger
0,saw video ago shot heart min later could save father
0,woke
4,
4,
0,home drink want chips would thought well cant
4,
0,long stay getting someone told
4,love reading anywhere
4,super tired
0,cause mac pro closed sunday seen mad
4,last tweet still
0,
4,last week garden grow
0,nothing next hour want plane
0,really damn live next train station jump train
4,another option come home
4,thank looking forward
0,brother party tonight god help less
0,fan though always sad see game company
4,computer new new twitter welcome
0,nearly last
0,start working
4,
0,really amazing however
0,
4,funny
4,buy new finally
4,thanks hope classes
4,place usually listen loud music
0,think hurt draw
4,fell asleep family maybe something done
0,still really much due hurt foot fun
0,cant cake picture tom
4,spent home could gym think wait bigger office
4,thanks
4,cause
0,something
0,terrible night woke every hour crying fever red swollen morning
4,cool name
0,feel horrible ugly rubbish
4,yep cool though work
4,boat love
0,brother picture always bye brother
4,love
4,shame
0,still tired great family long car drive without
4,
0,wide awake cold let sleep
0,waiting
4,coffee break rock
4,till saw past last night bad
4,enjoy
0,best tired find sleep
4,thanks listening yeah
4,lunch
0,yeah stomach right
4,house soon
4,hopefully getting horse
0,food home super hungry found cant find
0,gosh old tea pot water put water bottom fell
4,dont worry great anywhere
0,
4,heading dinner old family
4,new twitter page
0,mine
4,might dinner mum tonight
4,morning
4,baseball
0,meet middle sadness serious
4,new chris song
4,catch man happy
0,never nose
0,miss girl wish could
0,lying bed cant sleep
4,wait
0,yea
0,wish note two come
4,tonight blast spending matt
0,ate entire thin pizza bed home
0,exactly release quality
4,college tomorrow sigh nice left exam leave nice
0,thing happening tell anyone
4,behind awesome
4,right
4,hehe sign review wish luck tuesday wednesday
0,wait hear till monday
4,love
0,wrong sis need come
0,want pizza real bad could dig right
4,new place enough freak
4,turned real name gotten ran together tweet
4,cool make funny face camera
4,friday love bring long weekend
0,feeling guilty right
4,save home love sweetie
0,wonder
0,first done
4,great
4,done night
0,havent lost yet feeling happen soon tho
0,well without fell cold asleep mid message
0,traffic bad hot sat bus
4,think video bit send
0,darn much catch watching school trip behind
0,classes summer
0,saturday night damn anti
4,made
0,way far liking
0,awake morning alarm clock dumb
0,sorry
0,wondering whats happen school tomorrow weight training max test ready
0,actually swine flu sick work
0,tired sick
0,twitter thanks kicking following still follow
4,sat
0,well late blink tour never
4,think goes baseball hit little
4,hey twitter
0,wishing could watching according hilarious
4,take hair please
4,cute love black better wear
0,hungry craving food
0,would finished
0,hey yet tho
4,wow love demi idol
4,girl
4,bed great
4,meant saturday bad
4,old hurt much
0,really must miss days
4,looking sexy
0,
0,days beer days bedtime days
0,think lucky live north tho guess used
4,room near boo seen jump yet
0,sat
4,winner come see
4,new touch happy
0,morning uncle drop cousin air leaving month
4,inside movie house freezing lunch
0,well hope game
0,hope well
4,think use pretty decent available
4,thanks mid finger
4,heading worked must ass bed
0,broke phone screen
4,black need wait dry properly still loving
0,ugh really watch brazil cup tomorrow
4,swim
4,sweet make hair tonight
0,please hope
4,picked bought month ago never went
4,
4,song bit
4,wishing happy sunday
0,starting week hear speak monday blip
0,never mind change ticket could stay days longer dang cheap want
0,never fun sick
0,give old man part already creepy enough see
0,worst idea ever already feeling bad supposed drink something
0,guess flu
0,cause wife left house
0,chance seeing orange cake summer love seen area
0,stay awake girl
0,spot mall
0,army trying kill bad
0,nothing interest getting ready bloody work
4,understand man looking forward next week
4,
4,episode tonight clock
0,wish went street rain cant even leave house hair
4,thanks rough night baby alright
0,woke hate sick cause sleep
4,need life
4,yeah saw think wait till set able
0,gosh sorry read hopefully everything sorted soon
4,well
4,morning cup coffee way
0,thought man watch tho
0,follow well care
0,cannot believe almost depressing
0,weekend hello
0,sad mobile monday since meeting outside
0,sound way start weekend
4,hanging brother see baby david
0,chat
4,getting car happy
0,need else twitter boring follow
4,episode watching love bike
4,next prob still
0,tired start work later
4,
4,quite choice new play
0,next week
4,also believe work spent
4,alright love fly
4,tweet later
0,water
4,saw movie exciting love
0,homework making late work
4,made smile thanks also blessed great well
4,god man interest knowing pass stuff text tonite meeting
4,still new see tomorrow babe
0,taking coffee break killing
0,bad unfortunately totally stuck least
0,
4,love
0,damn
4,watching sleep
4,sure live help excellent either may best ask
4,looking sexy party
4,order dance little
4,counting live rain sun
4,
4,told add love twilight
0,sunburned exhausted think might head way soon
0,agree piece cheesecake
4,sorry people mean twitter
0,sad
4,hot
0,ask move cant leave
0,thanks sort cross bang click gone tho
0,
4,getting eye exam hospital cute evening
0,cut finger long
4,excited friday
0,cheesecake
4,agree love
4,funny kevin
4,reading twilight read amazing enjoying answer make happy
4,watching first ever great waiting food cook cause hungry
4,need double happy
4,thing
0,dad
4,add everyone train pay vip
4,
0,wish lucky eating
4,two extra also park
4,recently plus start
0,hear song left club
0,even tried
4,hello see
0,may sick house son sick
4,happy birthday little sweetie
4,
4,david grey love fantastic hear old forgot
4,finished lunch
0,wishing winter already bit
0,tired looking work experience
4,mall might make trip maybe catch movie idea
0,cant believe left dont think watch
0,coming home tomorrow night
4,sleep waking leaving saw die times
0,curry tonight really bad heat making cold bad times soon diversity win
4,awesome old
4,thanks
0,come sad
0,checked weather right wednesday well ball
0,cant add phone damn
0,life
0,job hate waiting around
0,actually added following took links
4,make
0,love miss
4,
4,fun way next weekend
4,listening new kids block
4,see tonight grand
4,people best chance free
4,
0,hate weather
4,amazing
4,works left side name even
4,also say make take take damn flash camera
0,made home lovely stop lake way want work
0,chilling home garden forgot
4,early bird
4,sweet
0,hell lot last night hell lot missing
4,home tired ready tomorrow
0,sweet low parade best depressing music
4,quite happy work
0,must
4,thanks seen plenty always none
4,would say something smart
0,cold looking forward weekend trying maybe away
4,nice something
4,beautiful valley around
0,wishing somewhere else
0,people think crazy right
0,sorry
0,always falling asleep
0,dinner tonight thought wish could eaten
0,waiting true blood
4,yep also found hard way last night yeah works great thanks
4,smile night
0,showing twitter page look whatever call
4,church exhausted ready nap wait class tonight much sleeping well
0,stay night hehe sleepy still
4,
0,case monday
0,miss already
0,miss rest peace bear
0,
0,morning rainy
0,especially hungry
0,everyone work phone dead
0,perfect photo hate
0,
4,cool
4,awesome best ever
0,hit computer working
0,said miss water said meant miss
4,hour long bath much better world
0,wet cold weather weekend plan
0,sad fun say third world
0,sleeping alone tonight
4,may bigger pot
4,wait see hopefully would
4,looking forward sunny friday lots tonight weekend
4,better love
0,make
4,
0,game sometimes
4,funny rad
0,hot made burn
4,way
0,felt bad already lose ugh wait
4,bought plane ticket
0,twitter trying catch saying
0,voice tomorrow
4,hate strong something obviously pet crazy lady
0,actually quite mind well currently control
0,getting sick
0,taken anything
4,sleep church maybe sure
4,blame economy
4,went saw best movie ever
4,many
0,sick child great weekend
0,believe sad story heart
4,yesterday already tomorrow yet come right gift present
0,boo still sign ring finished covered
4,night twitter hey see soon
0,early
0,forgot
0,hey kids school able sleep line west
4,yeah
4,thanks happy talk blip
4,night every week flight see future right bright right
0,home alone watching run house dying hair
4,broken shoulder bad happy monday
0,jesus poor people air flight hate say fly
0,found still night
4,yes end twitter together
0,waiting line target check gift line
0,thunder scary
0,hey whats
0,lost dad drink
4,car
4,
4,would mind boss goes philippines would blast
0,home
0,sadly empty
4,
4,thanks love
0,doubt could either
4,waiting
4,yes different everything else
4,hear excited already cant wait see song
0,lost follower new definitely say though
0,found link inside
4,bedtime everyone
0,horrible mine bit
4,much
4,release screen name public done best writing
4,right glad see
0,getting ass actually stuff bit
4,cleaning making dinner loving evening
4,gave billion would still least billion left
4,happy wow reach thanks david
0,radio really kick
4,dancing
4,see saying
0,
0,touch sorry
0,believe three well die next game
0,finished hot chocolate leg warm
0,twitter name long
4,looking forward season tomorrow
0,end losing needs done sure yet everyday
0,miss
0,baby season love
0,love rain ugh
0,less productive
4,many girl wish gone weekend feeling need
0,hair show long god grow rip hair
0,sick cold hope feeling better soon
4,rain
4,sunny warm bout
4,nobody make feel lead fabulous life lead
0,hate still
4,first session apartment awesome session double awesome much wisdom actually wisdom
4,friday big shopping tomorrow
0,drinking ugh keep tweet works still love
4,rough
0,wish could
4,bout
4,hey mid may try connect lunch perhaps
0,ever comment people read pretty
4,cross lady something wrong
0,leaving home
0,tonight even
0,working alone grandma
0,definitely coming cold finally nice
4,beautiful wedding love music best lot hope
0,work
4,jump anything mean
0,cant die movie make cry
0,use god damn soaked skin
4,seen video yet bit
0,please let man
4,low sick hug jack still hard hearing
0,wondering middle nowhere cant even shop
0,yea guess happy
4,bit
0,gave card said happy
0,fed daughter put sleep ate snack sleep mother
4,
4,brown sky grey perfect
0,new working wonder gone wrong
4,could put fire track first want
4,hey much ordered wait
0,miss
4,cant wait till summer
0,brother
4,wow thank much
0,finally finished homework late hope trouble sleepy fun
0,lovely weekend ready though
0,shipping cost post instead
4,august rush
0,felt home went please sad leave
4,concert awesome weekend ahead
0,jealous
0,dream car thinking
0,made cheese cheese forgot
4,god schedule morning classes whatever class may early huh
0,cant sign right need media
4,weekend fun really fun
0,weekend work week
0,keep broke prob wont win
0,ball either damn birmingham far
0,really cool especially fever
0,lot could hold nights instead
0,love everywhere probably someone right woke tired
4,yes wine city sometime soon
0,yeah bad
4,class headed sale
4,happy
4,hey
0,thing whatever knew happen
4,lovely man
0,wow already news people
0,sleep except none come boo
0,stupid may sound cried writing gift probably cry next friday leaving school
0,still pain headache sure
0,old really scary seriously yesterday let come home miss
4,pro friend pro version
0,wont twitter let ugh
0,
4,little works
0,headache
4,blue
0,think muscle arm workout morning arm
0,bad weather damn
4,yes find many practice tho
4,two cute
0,graduation week baby
0,wish could
0,wish could come august friend month
4,love weather lovely sunny
4,please well soon happy review complete
4,yes please make video catch wonder well
4,weather amazing break tea company old
4,win buy make boy
4,move forward
4,working play young stay enjoy
4,morning
4,love jonas
0,hungry waiting chicken gross lunch
4,without personal said already miss new york
4,thing really last month
0,really sick need soup someone right
0,work see
0,really smile dont
0,think british summer days straight
4,teacher red way want say thank
0,love havent tried anything else ticket
0,could even pay cost thing would definitely
0,moving take come
0,nope nothing wont anything long super
0,update play yet
0,due watching smoke baby lunch break
0,poor jay bed morning
4,yea thats theme song aint posted yesterday
4,new
0,
4,thanks maybe need change
0,wish money
4,fun
4,say
0,feel except fan following
4,terminator chicken killing
4,dirty mouth
4,
4,recipe please
4,
4,plan try finish copy tonight
4,bed love blanket
4,bright gift bit
4,funny ill actually try say something positive night
0,would jesus give talk hell pretty
0,ugh craving great job need series
0,still luck
4,look eye
4,wonder still
0,
0,would sing pretty girl
4,
4,true enough look step
4,morning every people well summer welcome
0,life least reply
0,
0,forgot horrible
4,cool problem follow well
4,stupid two twitter also still fact went give name last month
4,green maybe
0,half another beer
0,never bell
0,everywhere well days sure wont kill try revision
4,
0,movie library play properly guess sign bed
4,talent able text drive
4,hurry coming
4,adorable family pretty
0,hard find guy really believe single long long
0,new tonight watching wow wow leave room follow thank
0,hey tonight left mine home
4,susan twitter wonder real
0,really work
4,cannot revision
0,yeah able ready reply
0,sunburn
0,bit update
4,four
0,problem fixed since
0,project work
0,friday
4,thank hope find thanks
0,well painful book mac see would sadly however happy
4,watching weird science
4,finally
4,yes say saturday sunday
0,burnt sad
0,throat infection
0,first buy anything place
0,exam exactly lot well
0,saw black
4,last long weekend ahead dry spell pub well keep swimming finding
0,must food
0,dont would unless send traffic
0,losing voice friday
4,use present heart always happy
4,movie pretty interesting actually finish watching probably seeing star trek tomorrow
0,getting ready concert miss
0,well exam tomorrow start tomorrow
4,morning michael
0,run put profile dead
0,big meeting sort chemistry hate feeling enough
4,taste course
0,lost follower
4,done room
0,christmas tree still near make video make video head make goes gone
4,last night nice party love ladies
4,movie amazing best
0,tonite
0,way pick school feed hungry
0,never thought ever feel pain
0,wondering kind trouble thursday probably nothing ever
4,say yes think lot november
0,away want die hair falling
4,nice sleep room tonight
0,yep tiny damn
0,working til curry
4,morning happy wednesday
4,done history homework
0,driving crazy buddy tonight work
4,already second turned
0,jealous long luck hell family never met
4,love come pay air find nice hotel give
4,new kitten orange name puppy someone play
0,rain traffic really bad late new boston office party
0,recently pretty work starting think job
4,coming baby name hard lazy much easier
0,awesome wish could
4,thank
4,first mother mommy
4,follow already
4,lunch
4,went almost bought said
0,stupid economy
4,sunshine third row amazing
0,running really sorted next year
0,battery main want soon
4,tonight
4,june national running enjoy sweet running wait
0,surgery tomorrow
0,
0,away walk rain later
0,offer something could see talk
4,still
0,hot stupid sun woke turn rain
0,
4,right hope tonight though
4,twitter obviously
4,love bitch sometimes people hate face reason
0,boo new support yet choose bother
0,
4,well thing around
0,wish
4,sarah hope well try catch tomorrow
0,work fun
0,getting sad better doll love
4,yeah two week
0,upset twitter sis box
4,
0,
0,feeling
4,care bitch dig
4,still bus
0,job search
4,voice need
0,want truth friend lie tired lot saying
4,looking forward release keep work man
4,someone explain less point
0,really chat
0,burnt toast last piece bread aswell
4,read
4,
4,chilling home
0,daddy
4,summer leave staff training less cat shopping shopping
0,really check weather house flip outside
0,really want
4,bout hair
4,right
4,follower
0,tonight rain
4,usually best made follow friday sick next
4,way gay pride parade love gay people
4,try mac first decided may well live
0,morning exam
4,happy mother
4,absolutely think tie beat new standing family record
0,white rain well together
4,point think people work less sleep
0,think though buy another
0,answer fine
4,company market lunch mommy
4,yeah looking sky bit weird thought might
0,swim bad pool morning everyone
0,feeling really stuck inside
4,hear safe trip
4,even confused help phone shopping
0,credit
4,smile see
4,work come stop ask alex
0,tank would buy
4,wow awesome great wait dad bad either
4,matter telling truth
0,stayed late reading met guy
4,chat chat world
0,work week miss following
4,finished letter school much
0,cant fall asleep
0,feeling pretty rough tired boo
4,look used famous
0,news week
0,sick
4,fry keyboard fry fry weird
0,great awesome
0,half jealous
0,play dog still sick though think though
4,freak nasty
4,early morning really thing least warm
4,never order double
0,bill month
0,pizza say long last
4,fight mind
0,drink sad
4,well never want give big hug instead worth money
0,great way better
4,never boring
0,screen
4,saw news work great foot half
0,feel given new number
4,really
4,fun spending whole sunday family
4,voice
0,yes let try plan maybe really cheap far
4,thought dance song miss
0,yet may call maybe home
4,whoa hotel room huge room
4,
0,dinner grand much fun right
4,people nice
0,cat mine
4,
4,lunch baby
4,would die
4,coffee people watching crazy fashion
0,always well
0,drag hell moment well
0,breakfast heading home
4,great friday saturday almost summer
4,always thought pants kitchen feel better
0,bed checked last fun love
0,enjoying sunday cold wind
4,works think better
0,weekend new swimming ocean big little even friday writing
0,making total final
4,
4,hello twitter totally
0,mine valley fair closer work would
4,hilarious
4,god bless hope rest weekend
0,tomorrow last school kind sad
4,getting ready concert
0,love still see sunday night
4,wait dont real size didnt
4,really saw movie mark even took lovely wonderful young lady
0,pain supposed getting better worse
4,well always thought dog space
4,say coming
0,didnt told feel bad knowing think ill idea tomorrow
4,great jam saturday car thanks coming
0,yeah weird
0,nice
4,feeling much better home bye
4,thank friend thats nice
4,version film image
0,
4,hope drunk driver
0,morning hun weather crap
0,sunday night thursday morning rainy least used
0,bed still much mind pray still sweet god bless
0,sorry making puppy dog friday taking kitten love
4,trying figure twitter
0,winner sore winner
0,session fail stuck deep lots lost light still great mission
4,drew card say crossed
0,car wash broke
0,work hope still
4,love demi please come
4,imagine still awake
0,seriously
4,thank thursday apple store thanks
0,went sale new york look
0,trying revise
0,still coming
4,curry hurry
0,want night sleep bed wont bed till need wake
4,usually run alone music company ran without music difference
0,wedding four
0,series basically cool
0,tonight first game tomorrow
0,might might help paint talking
4,wish bout
4,high tech court heart job
0,hope find option year hate say may
0,hospital half hour finally bloody waiting knee
4,left done able wear need middle finger
4,
4,theres something cat happy
4,guess read
4,wish could choose trash june
0,getting ready school wait see wait see
4,thanks happy weekend
4,glad feeling better anything whole bunch nothing
4,need baby would even try save excited new album
4,need find say
0,hate sleep miss stuff happy
4,welcome world twitter
4,much sun life
4,morning twitter pretty sunday forward shop
4,black right want alex sex
0,already
0,home none left
0,hey tomorrow say
4,sorry stupid brother always make sure leave
4,giving thanks
4,whats favorite song demi
4,chilling
0,yeah meant win fail spell
4,word gone love
4,twitter use storm hope help
0,lost
4,definitely plan year
0,amazing school building sound right coming every single window
4,twitter everyone button access public twitter
0,hate school monday
0,caught something need see movie
0,even make
4,next thing training
0,lily add friend space made new cant add
0,hey fish met band last beach maybe
4,would
4,media exam easy
4,happy happy birthday
0,found bag chips first thought free boat ride three unfortunately next bag
4,right
4,best ever well next twitter
4,hey yeah thanks hun rather fun
0,morning hope well
0,death
4,god life puppy complete life
4,getting tub fresh clean
4,another new card posted yesterday bit busy
0,sore hair cant even walk
0,design cheap
0,sleeping
0,really wow
4,
0,take much review much
0,ugh came work hour early hate
0,movie ever
0,miss nick jonas well even dont weird
0,fun need pack ready leave home
0,grr soon job horrible mood
4,trying work highly interesting people meet twitter
4,lovely fun
4,thats hot
0,wish movie
4,awake ate breakfast well love
0,coffee helping may bad mother magic bed
0,still second city hope dont everyone
0,son lovely week sure spelling ever
4,first thought kept saying party hat
4,reach
0,please help money live anyway answer please
0,bless wait new moon
0,new study think worse
4,
4,shall bring baby
4,must
4,came home mall brother dad aunt able buy though tomorrow
4,lying sun listening lady times
0,sad
0,make everything
0,sitting court wish luck traffic ticket
4,thanks love
0,valley amazing check work
